実数値,育て方,種族値,ポケモン,特性,アイコンID,ランク,D,C,A,B,イーブイ,DLC,IV,EV,性格
258,最速,105,フリージオ,,1o-CjL9UhXxF0gqs-34axxaKOI-76yJ4J,1,O,O,O,O,X,X,31,252,1.1
258,最速,66,サシカマス,すいすい,1Uv3wrw8AZHu9KwOa_bnkjIlvMSBEyZjl,2,O,O,O,O,X,X,31,252,1.1
258,最速,66,ケイコウオ,すいすい,1QkM84cxaQ-K5vkaFgoCe3k8TO6m5Q9Mr,2,O,O,O,O,X,X,31,252,1.1
258,最速,66,モンメン,ようりょくそ,1kKMRQYjvb1FleBPIK_5ql7c8mTc9m8vL,2,X,X,X,X,X,O,31,252,1.1
256,準速,119,エースバーン,,1dwDWl_MIVrkTEpGuYjWTYh0KMUUDNn3I,1,O,X,X,X,X,X,31,252,1
256,準速,119,トドロクツキ,,19F9jowiU9vlT87AL0nIHqP0yqqzSJ_Nj,1,O,O,O,O,X,X,31,252,1
256,最速,104,マフォクシー,,1qpBsOXJjddqEQkO78JmK1J48p0b4EAZ-,1,O,X,X,X,X,X,31,252,1.1
256,最速,104,テツノイサハ,,1OxumlfBvlG-Z9w7H79UfWtlqGCoSn1OG,1,X,X,X,X,X,X,31,252,1.1
256,最速,65,アメタマ,すいすい,1uHj0UkMod3m29PSlMQH1HR3lEirrmtkb,2,O,O,O,O,X,X,31,252,1.1
256,最速,104,ニャオニクス(オスのすがた),,1aH2DwaGq8uK89oiWpqdJB-czJdY3VFLt,1,X,X,X,X,X,O,31,252,1.1
256,最速,104,ニャオニクス(メスのすがた),,19Omeh2ADKWeNTXLLCazAVb1rGgI-gzrO,1,X,X,X,X,X,O,31,252,1.1
255,準速,118,ルチャブル,,19Xf-L-x6OwoTJ3hQrwFOioVs9Dn6I4qM,1,O,O,O,O,X,X,31,252,1
254,準速,75,シルシュルー,かるわざ,1K-bFM0WnP298psJZDSn_zvcGeoWfuTpw,2,O,O,O,O,X,X,31,252,1
254,準速,75,グレンアルマ,くだけるよろい,18EhN4VQQMHnLirBIFs1CBJ8zAA5xGmaU,2,O,O,O,O,X,X,31,252,1
254,準速,75,スコヴィラン,ムラっけ,1Mip56aizWOTV-BsZvpXXzLzh8cWvGeqv,2,O,O,O,O,X,X,31,252,1
254,準速,75,シキジカ,ようりょくそ,1UUiCwtUCw0f6K8AZqpn9KdIu1b-xKM2p,2,O,O,O,O,X,X,31,252,1
254,準速,75,スコヴィラン,ようりょくそ,1Mip56aizWOTV-BsZvpXXzLzh8cWvGeqv,2,O,O,O,O,X,X,31,252,1
253,準速,117,エンニュート,,1ahxD652B5gib0u2Bj_V4VBXOsqvV4fhD,1,O,O,O,O,X,X,31,252,1
253,最速,102,ガブリアス,,1WZ6vRUmBvFO8H8hAD9Pe4LxHxncVup_8,1,O,O,O,O,X,X,31,252,1.1
253,最速,102,ドロンチ,,1-JCKhIcy8s_PP5aYLtSi_0Qklvi628JV,1,O,O,O,O,X,X,31,252,1.1
252,準速,200,レジエレキ,,1EF-G03_JJiTPOMTxR3oKXsrA20SUOw1x,0,O,X,X,X,X,X,31,252,1
252,準速,116,テツノブジン,,1rtj-Ww9cxECAR0kdwoZ43byUd3lx1SOB,1,O,O,O,O,X,X,31,252,1
252,最速,101,ボルトロス(れいじゅうフォルム),,1DKlTHW_xKAkpMdEHbAxxdSsIARKpuJ0N,1,O,X,X,X,X,X,31,252,1.1
252,最速,101,ランドロス(けしんフォルム),,1lnjAP_1iGm_kuA0BWEkwK864yrnJe7OX,1,O,X,X,X,X,X,31,252,1.1
252,最速,101,デデンネ,,1Dkp-AZGw4clu3nfHM-ckVV7LPIUS_nvj,1,O,O,O,O,X,X,31,252,1.1
252,最速,101,スナノケガワ,,1o6MVvN-2IEiZTsvCm9pwv1qw4wVvnG68,1,O,O,O,X,X,X,31,252,1.1
252,準速,74,カジリガメ,すいすい,1IrHopCepiItjk-6NrgYfa18bW9ViHAsR,2,O,O,O,O,X,X,31,252,1
250,準速,115,ペルシアン(アローラのすがた),,1MykV45zD1y5qPELZSOh28uDFu9UE0syZ,1,O,X,X,X,X,X,31,252,1
250,準速,115,ニューラ(ヒスイのすがた),,1pCM_lrghGQuY79mI5m1RVk8K_6qBpaOK,1,O,X,X,X,X,X,31,252,1
250,準速,115,アグノム,,1Sf0EkKHy6x2IxZhr_DdeTimDzkMXoH0U,1,O,X,X,X,X,X,31,252,1
250,準速,115,フローゼル,,1ziwICzWn1FQBgKHtEF1SDnF6HPY639fE,1,O,O,O,O,X,X,31,252,1
#N/A,準速,#N/A,ペルシアン,,#N/A,1,#N/A,,,,,X,31,252,1
#N/A,準速,#N/A,ニューラ,,#N/A,1,#N/A,,,,,X,31,252,1
250,無振り,105,ドレディア(ヒスイのすがた),ようりょくそ,1xdOxIqCk6bYRW9JmeW3V7OlVzaLflDh9,2,O,X,X,X,X,X,31,0,1
250,最速,100,リザードン,,1lCRSMYbDEevzu4QUg3AciYaw8eFeXhvV,1,O,X,X,X,X,X,31,252,1.1
250,最速,100,ビリリダマ(ヒスイのすがた),,1BuskrBDNV0qmJ8I0TaruDA91VkZpNLq1,1,O,X,X,X,X,X,31,252,1.1
250,最速,100,サンダー(ガラルのすがた),,1mT7rHF0QLDWjEopeo9A3GadKB84tMX53,1,O,X,X,X,X,X,31,252,1.1
#N/A,最速,#N/A,サンダー,,#N/A,1,#N/A,,,,,X,31,252,1.1
250,最速,100,ミュウ,,1XWiH5_02syzbp8TbDtsdMwrezUmoFSZQ,1,X,X,X,X,X,X,31,252,1.1
#N/A,最速,#N/A,バクフーン,,#N/A,1,#N/A,,,,,X,31,252,1.1
#N/A,最速,#N/A,パルキア,,#N/A,1,#N/A,,,,,X,31,252,1.1
250,最速,100,ケッキング,,1txwXVb6kUAAW9O_uiwl_4fOY4KlFdTvY,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,ムクホーク,,1CtboBrc9wPLwghkViw4c_2-n-T-8BdvA,1,O,O,O,O,X,X,31,252,1.1
#N/A,最速,#N/A,ビリリダマ,,#N/A,1,#N/A,,,,,X,31,252,1.1
250,最速,100,ケンタロス(パルデアのすがた単),,1sMsYQzTVAVStFRvxhpk3Ku-URS9rLalw,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,ケンタロス(パルデアのすがた炎),,185By0Ypt2JUMPZ51CpQTZBBYsGtsa6aI,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,ケンタロス(パルデアのすがた水),,1WfL7RZDAIS2-29aVpYRMgAqykcc673ky,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,リククラゲ,,1IOLLigTuCy_NlF3qqoqw0S_gYboupRU-,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,ウルガモス,,1KEGO1RXmRg2rA9VwvwzJXhbKmmH9ihP2,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,ボーマンダ,,16t2LzHEKja7bved6yeo2L_INIKNM5vHX,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,イルカマン(ナイーブフォルム),,1YPyfhLF9Bm4Sd3JupgJPFm73G153Z1_Q,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,イルカマン(マイティフォルム),,1IKWyz-9F5B0YaL85MNJ5fjTApzru7GqQ,1,O,O,O,O,X,X,31,252,1.1
250,最速,100,イーユイ,,1V3OCc4rpl7XEmE6cox9sOS35VyWOAMbk,1,O,O,X,X,X,X,31,252,1.1
250,準速,73,ハルクジラ,ゆきかき,1nxnZVI21T6scREQ073nKoLMyT2jqrJuY,2,O,O,O,O,X,X,31,252,1
#N/A,最速,#N/A,キュウコン,,#N/A,1,X,X,X,X,X,O,31,252,1.1
250,最速,100,フライゴン,,1AwZwKCzbge5PpmSME-fBTIYBWA5FMonE,1,X,X,X,X,X,O,31,252,1.1
247,最速,98,バスラオ(しろすじ),,1BTRtQhZz84Se_lL8ww2-LGHD1sHm92fn,1,O,X,X,X,X,X,31,252,1.1
247,最速,98,バスラオ(あかすじ),,1wfVmwXl7Ct33lbpcGoF_5tmv2E6gtAfx,1,O,O,O,O,X,X,31,252,1.1
247,最速,98,バスラオ(あおすじ),,1R4CRKxPYemO9p5yPemOA1ss2P2EoWVcR,1,O,O,O,O,X,X,31,252,1.1
247,最速,98,サザンドラ,,1iR7aIYtfybFVDbG7g1NFESKxvJBMeSYY,1,O,O,O,O,X,X,31,252,1.1
246,準速,112,ルガルガン(まひるのすがた),,1rgxUnI76--3kCfRG_pSCN7gbt50IjZKk,1,O,O,O,O,X,X,31,252,1
246,最速,60,コノハナ,ようりょくそ,13E0If0r5-F7bVPR62pu1mx8Ebr7CxUU_,2,X,X,X,X,X,O,31,252,1.1
244,準速,111,トルネロス(けしんフォルム),,1vgk5r3d9Oil8OMl5sES_V4X6gqzLUdWJ,1,O,X,X,X,X,X,31,252,1
244,準速,111,ボルトロス(けしんフォルム),,1uPx1ukRwWU1_9-dNfurGkh-plQCPTRST,1,O,X,X,X,X,X,31,252,1
244,準速,111,イッカネズミ(3びきかぞく),,1cvKu6M1Qutmhq15mPzIl3wfAgMfxYrGR,1,O,O,O,O,X,X,31,252,1
244,準速,111,イッカネズミ(4ひきかぞく),,1s9sEvmZzi7Piz57vwt-RUOQm14wtjM4R,1,O,O,O,O,X,X,31,252,1
244,準速,111,サケブシッポ,,14XkoZPxiN1QxPkgtp8UatUtCZq4clnsg,1,O,O,O,X,X,X,31,252,1
244,最速,97,ゲコガシラ,,1D5Ddb8YBdu5p6K3naqXdoljZQQbYyhCj,1,O,X,X,X,X,X,31,252,1.1
244,最速,97,ウーラオス(れんげきのかた),,1wkLMwLux20_rd8bx8Ye5JuGDhyj3Qijo,1,O,X,X,X,X,X,31,252,1.1
244,最速,97,ウーラオス(いちげきのかた),,1wkLMwLux20_rd8bx8Ye5JuGDhyj3Qijo,1,O,X,X,X,X,X,31,252,1.1
244,最速,97,オノノクス,,1nHUF93fbs5cz3ynI18sHkgNb702MTViJ,1,O,O,O,O,X,X,31,252,1.1
244,最速,97,ラブカス,,1j71Mp9WDZWzo2aWLgbee4Tbc_dgHcXFA,1,O,O,O,O,X,X,31,252,1.1
244,準速,70,フワンテ,かるわざ,1fGn9zpbTbWon7EGRTTEBP4UHyC0S-p5E,2,O,O,O,O,X,X,31,252,1
244,準速,70,ポットデス,くだけるよろい,1thEEr1FZvb-kaokQEfPuXVl5aPpBJa6w,2,O,O,O,O,X,X,31,252,1
243,準速,110,ライチュウ(アローラのすがた),,1QSJTjBbWHc_4lewKzO0USv9Zq0KnL5tB,1,O,X,X,X,X,X,31,252,1
243,準速,110,ダグトリオ(アローラのすがた),,1U7FVj9uo-esM_tquBIiSTfvOiYYGaE9K,1,O,X,X,X,X,X,31,252,1
243,準速,110,ゾロアーク(ヒスイのすがた),,1WiFBaKHehtTv-lu-GsklqFlV1c9N7Kbw,1,O,X,X,X,X,X,31,252,1
243,準速,110,ワタッコ,,1vSnBPxmfYUoP_5vqk4eQzNNTYy-8QFD8,1,O,O,O,O,X,X,31,252,1
243,準速,110,ゲンガー,,1t4eQ-nHU_wlcu6S7iI4sq8Fn1R1z7FRW,1,O,O,O,O,X,X,31,252,1
#N/A,準速,#N/A,ライチュウ,,#N/A,1,#N/A,,,,,X,31,252,1
243,準速,110,ルガルガン(たそがれのすがた),,1t6yql2JC3fhbdkFnuG_4Nv91qsC7pp0H,1,O,O,O,O,X,X,31,252,1
243,準速,110,エーフィ,,1V23N5p0FV_tpvd9po84wBemZ5lLScWk6,1,O,O,O,O,O,X,31,252,1
243,準速,110,タギングル,,1g1M1ZqVZ2rfS-PN60HPNE6RpV-rNyt5F,1,O,O,O,O,X,X,31,252,1
#N/A,準速,#N/A,ケンタロス,,#N/A,1,#N/A,,,,,X,31,252,1
243,準速,110,ユキメノコ,,15ioprpkWakmn9Pa6wrF2c00ob6Zmh5K3,1,O,O,O,O,X,X,31,252,1
243,準速,110,テツノドクガ,,1arivP4ie7WbaD6sBQe7ExW0pApO3u1Wz,1,O,O,O,X,X,X,31,252,1
243,最速,96,ミミッキュ,,1Rrc_m3QzBrhF6fC8pl_PF-ZwvhkXYihE,1,O,O,O,O,X,X,31,252,1.1
241,準速,109,ウネルミナモ,,1NBDOBfpg_HjkDzY4LhUGQvqtU94KtIAh,1,X,X,X,X,X,X,31,252,1
241,最速,95,フリーザー(ガラルのすがた),,1oVNPPlG-qPovcshLHc8iWb4TbCdhiUER,1,O,X,X,X,X,X,31,252,1.1
241,最速,95,バクフーン(ヒスイのすがた),,1mEcMdAOygEJoJTINpoNIqFNajNhdCuQb,1,O,X,X,X,X,X,31,252,1.1
241,最速,95,レックウザ,,1_eh44mX8Mj8a2zazrbj1sRPmVRKQfIyW,1,X,X,X,X,X,X,31,252,1.1
241,最速,95,ユクシー,,1UcAwOWp6Vs0WxSCk7yoBFlYCrqsQE50g,1,O,X,X,X,X,X,31,252,1.1
241,最速,95,ヘルガー,,1nl5q0l-h-1JpBnt6mx9hTvayh4L7cylQ,1,O,O,O,O,X,X,31,252,1.1
241,最速,95,ゴースト,,1Td8HGFIFouHkkDv3j_px7Cu0lSV0AN9i,1,O,O,O,O,X,X,31,252,1.1
241,最速,95,バウッツェル,,1re38LK7PuJ5t6AR9jO0BwzTDRfoGkc5G,1,O,O,O,O,X,X,31,252,1.1
#N/A,最速,#N/A,ディグダ,,#N/A,1,#N/A,,,,,X,31,252,1.1
241,最速,95,オコリザル,,1cKs4t9s_BBxZv1gZyUSbH1TXUHwaYueP,1,O,O,O,O,X,X,31,252,1.1
241,最速,95,リーフィア,,1-0vvisqyZ_xFMEBs1EmBRsI0C3V3IB-I,1,O,O,O,O,O,X,31,252,1.1
241,最速,95,メブキジカ,,1d8ioyKX9rwLMUPBgY5RQUodhTqUq8QdQ,1,O,O,O,O,X,X,31,252,1.1
241,最速,95,パチリス,,19c5UMztHx_ZBD4EqRyeGaUj1n7uMlJ3k,1,O,O,O,O,X,X,31,252,1.1
#N/A,最速,#N/A,ウインディ,,#N/A,1,#N/A,,,,,X,31,252,1.1
241,最速,95,イエッサン(オスのすがた),,1lpd7SqIfod8v3bACf9PyRI2jpU4--HyO,1,O,O,O,O,X,X,31,252,1.1
241,最速,95,ウミディグダ,,1iPCBsTG5Iplori78bmkewblTO0MDOlC_,1,O,O,O,O,X,X,31,252,1.1
241,最速,95,ヤンヤンマ,,15padtQb4vV-ZagTCNKI5bvoa0AShVTqe,1,X,X,X,X,X,O,31,252,1.1
241,最速,95,メガヤンマ,,1zQggmBTQARDzA82EWaeVStivryPEQhGx,1,X,X,X,X,X,O,31,252,1.1
241,最速,95,グライオン,,1OOHfBfNpcZt3ZzaxH8QWduCQR7FMU7I3,1,X,X,X,X,X,O,31,252,1.1
240,準速,108,テツノコウベ,,1yj6SNTN-nun-0AWs90_HmkyeKw0fIoDT,1,O,O,O,X,X,X,31,252,1
240,最速,94,ラビフット,,1zXJF7PCR3V8A_8NBpYYykZ8-kcnrSLKw,1,O,X,X,X,X,X,31,252,1.1
240,最速,94,デカヌチャン,,1CS0xS0jywp5mE9QBeuwN2y_S4XpKUD0l,1,O,O,O,O,X,X,31,252,1.1
240,準速,68,ハカドッグ,すなかき,16rpnQcsEJOAKvNU--qF_sTODxTk-wsL2,2,O,O,O,O,X,X,31,252,1
238,最速,93,オドリドリ(めらめらスタイル),,1MxvaAaq_Z-ObIAatsSSsNONkIheVGUpw,1,O,O,O,O,X,X,31,252,1.1
238,最速,93,オドリドリ(ぱちぱちスタイル),,1sZTpEIHTGfY6zfejpu4lzo2Bi1s6bW1e,1,O,O,O,O,X,X,31,252,1.1
238,最速,93,オドリドリ(ふらふらスタイル),,1DhbnB22wkuWebmWxjqpy-4ZeETqT0jzF,1,O,O,O,O,X,X,31,252,1.1
238,最速,93,オドリドリ(まいまいスタイル),,19T5yRk_0sAQ6elv8dauj3eJB-M6VScVm,1,O,O,O,O,X,X,31,252,1.1
237,準速,106,ラブトロス(けしんフォルム),,1y7IbuaSngSIsX3-LoE-xwfDgpHAkjp1n,1,O,X,X,X,X,X,31,252,1
237,準速,106,カエンジシ,,1JVRe2AhdilAysqANhOQpT5DvHIO917re,1,O,O,O,O,X,X,31,252,1
237,準速,106,テツノワダチ,,1LLaw5MH_gSZmSgREtwvwIjJG1UhWLlOu,1,O,O,O,X,X,X,31,252,1
237,最速,92,エクスレッグ,,18aB3tDkSIiV4f8x2ZG_JWspjEP97wayf,1,O,O,O,O,X,X,31,252,1.1
237,最速,92,イキリンコ(グリーンフェザー),,1J87je80cWtowX4e3uEHeheT1N5AREohJ,1,O,O,O,O,X,X,31,252,1.1
237,最速,92,イキリンコ(ブルーフェザー),,1osQSl5NIt7uFvBDGKqEX-ARBAKd7FoKH,1,O,O,O,O,X,X,31,252,1.1
237,最速,92,イキリンコ(イエローフェザー),,1CRh9tcTm_u3RC6ZyvkDexV5gk7tMGYIl,1,O,O,O,O,X,X,31,252,1.1
237,最速,92,イキリンコ(ホワイトフェザー),,1fuDX3z87qoJFtst3g7ygB285K3PMkPaq,1,O,O,O,O,X,X,31,252,1.1
237,最速,92,ワルビアル,,129Snyd0hOhyvB7d9kg-cat5_T5_SDnU-,1,O,O,O,O,X,X,31,252,1.1
237,最速,92,ハギギシリ,,1pI2SdKOBcwIKSLTECcpfHzt5243NN7Dy,1,O,O,O,O,X,X,31,252,1.1
236,準速,66,サシカマス,すいすい,1Uv3wrw8AZHu9KwOa_bnkjIlvMSBEyZjl,2,O,O,O,O,X,X,31,252,1
236,準速,66,ケイコウオ,すいすい,1QkM84cxaQ-K5vkaFgoCe3k8TO6m5Q9Mr,2,O,O,O,O,X,X,31,252,1
235,準速,105,ドレディア(ヒスイのすがた),,1xdOxIqCk6bYRW9JmeW3V7OlVzaLflDh9,1,O,X,X,X,X,X,31,252,1
235,準速,105,ザルード,,1mr5HGpv5tEF1r347X3ZsK-cea2HxApiR,1,X,X,X,X,X,X,31,252,1
235,準速,105,パーモット,,1kpim1LEuN15rojtAnpf7h8YFl9Qr8d5v,1,O,O,O,O,X,X,31,252,1
235,準速,105,ムウマージ,,1yE5pCDgsL2Fh5Zpbc1-PnMvuIjpUURV5,1,O,O,O,O,X,X,31,252,1
#N/A,準速,#N/A,ゾロアーク,,#N/A,1,#N/A,,,,,X,31,252,1
235,準速,105,ストライク,,1qKByjB3JqScTL-X0fQOieLsJNCqAkXK0,1,O,O,O,O,X,X,31,252,1
235,準速,105,クエスパトラ,,1C-GogL4iEqoJVcoH6ej3oiw1LaVcNOmW,1,O,O,O,O,X,X,31,252,1
235,準速,105,フリージオ,,1o-CjL9UhXxF0gqs-34axxaKOI-76yJ4J,1,O,O,O,O,X,X,31,252,1
235,最速,91,ランドロス(れいじゅうフォルム),,1FvSvnGBrMIQzjn6jQGL1nxZ6sta1Bi_T,1,O,X,X,X,X,X,31,252,1.1
235,最速,91,ヤミカラス,,189UZZ4UKW1ajrnFRkwi8-ZrTCKpgMvde,1,O,O,O,O,X,X,31,252,1.1
#N/A,最速,#N/A,ロトム,,#N/A,1,#N/A,,,,,X,31,252,1.1
235,最速,91,ネオラント,,1bTOgyxyN2sUf7GLSZ3xpkjDAz7NSqWOH,1,O,O,O,O,X,X,31,252,1.1
234,準速,104,マフォクシー,,1qpBsOXJjddqEQkO78JmK1J48p0b4EAZ-,1,O,X,X,X,X,X,31,252,1
234,準速,104,テツノイサハ,,1OxumlfBvlG-Z9w7H79UfWtlqGCoSn1OG,1,X,X,X,X,X,X,31,252,1
234,無振り,97,ラブカス,すいすい,1j71Mp9WDZWzo2aWLgbee4Tbc_dgHcXFA,2,O,O,O,O,X,X,31,0,1
234,最速,90,ディグダ(アローラのすがた),,1ltExIXEVS9NOuZJFyHAa5x1MLimeK8mD,1,O,X,X,X,X,X,31,252,1.1
234,最速,90,ウインディ(ヒスイのすがた),,1X4ue4MzDacUTMJ2O4n9GMuF3RRYhLfm7,1,O,X,X,X,X,X,31,252,1.1
234,最速,90,ファイヤー(ガラルのすがた),,13-2roTySxvaG_uxI8XtOB2Sn3aw801F5,1,O,X,X,X,X,X,31,252,1.1
#N/A,最速,#N/A,ファイヤー,,#N/A,1,#N/A,,,,,X,31,252,1.1
234,最速,90,カイオーガ,,18i8ARyD7QKxA9ZN6323y0qVlP5qAIBsz,1,X,X,X,X,X,X,31,252,1.1
234,最速,90,グラードン,,1fLN1zn5ZLprmkU3MFbUbhVgJaXM7hRwK,1,X,X,X,X,X,X,31,252,1.1
#N/A,最速,#N/A,ディアルガ,,#N/A,1,#N/A,,,,,X,31,252,1.1
#N/A,最速,#N/A,ディアルガ(オリジン),,#N/A,1,#N/A,,,,,X,31,252,1.1
234,最速,90,ギラティナ(アナザーフォルム),,123pXugrs0WJFiyDfZ2ZKPWsGToKlhH9h,1,X,X,X,X,X,X,31,252,1.1
234,最速,90,ギラティナ(オリジンフォルム),,1_kG1eRLKpvKgpUc1U4P4wwSXYWeTsea5,1,X,X,X,X,X,X,31,252,1.1
234,最速,90,メロエッタ(ボイスフォルム),,1mQc8rX5Nc2HWJeJtFlSLu6M0p1QXmUlA,1,X,X,X,X,X,X,31,252,1.1
234,最速,90,ジメレオン,,1a5AzjeZ2gnzvBFMeBzKAO6C0LjBD5qAW,1,O,X,X,X,X,X,31,252,1.1
234,最速,90,ピカチュウ,,174wioVg73Vmrh1CTrqge3_jUt8-h2gaZ,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,ヤルキモノ,,1TaeXan8DJuoZ5CwI9mJrCvddwlnQBiwO,1,O,O,O,O,X,X,31,252,1.1
#N/A,最速,#N/A,ドレディア,,#N/A,1,#N/A,,,,,X,31,252,1.1
#N/A,最速,#N/A,ニャース,,#N/A,1,#N/A,,,,,X,31,252,1.1
234,最速,90,コノヨザル,,1RqRuxximfNxDdNURsihRoAjX4xcDIqOm,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,ルカリオ,,1L9eOV8cpoT6g4qYAnOCQkRx4wZoGmP7_,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,ザングース,,1uOSGIWLt4SJYnkDjnDS5CHmq6KGDS_Be,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,アノホラグサ,,1_3ETWQEzTXfFHYVDSDFpmgvbLITuftGJ,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,モルフォン,,1rRf1CYXUE9e94LWS7J1PsKTW7Xps5A3I,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,ブロロローム,,1yxQklZ5t53e1vrHjyvWHBgZ5rhDw5FRF,1,O,O,O,O,X,X,31,252,1.1
234,最速,90,カラミンゴ,,1ROMPJcpUkL-zVCn1uzwSX65hVegUppbD,1,O,O,O,O,X,X,31,252,1.1
234,準速,65,アメタマ,すいすい,1uHj0UkMod3m29PSlMQH1HR3lEirrmtkb,2,O,O,O,O,X,X,31,252,1
234,最速,55,コダック,すいすい,1DPzZBKDsPPf3CA4iqPShoBtCn57Uu0q_,2,O,O,O,O,X,X,31,252,1.1
#N/A,最速,#N/A,ナッシー,ようりょくそ,#N/A,2,X,X,X,X,X,O,31,252,1.1
234,最速,90,オオタチ,,1PPd6YP9Xlt14kYZUF2QcEPk9rSKL_JDU,1,X,X,X,X,X,O,31,252,1.1
232,最速,89,ビビヨン,,1HtYIy9kPE2A8FXdee8eYoXpbjaxT_T-7,1,O,O,O,O,X,X,31,252,1.1
231,準速,102,ガブリアス,,1WZ6vRUmBvFO8H8hAD9Pe4LxHxncVup_8,1,O,O,O,O,X,X,31,252,1
231,準速,102,ドロンチ,,1-JCKhIcy8s_PP5aYLtSi_0Qklvi628JV,1,O,O,O,O,X,X,31,252,1
230,無振り,95,メブキジカ,ようりょくそ,1d8ioyKX9rwLMUPBgY5RQUodhTqUq8QdQ,2,O,O,O,O,X,X,31,0,1
230,無振り,95,リーフィア,ようりょくそ,1-0vvisqyZ_xFMEBs1EmBRsI0C3V3IB-I,2,O,O,O,O,O,X,31,0,1
229,準速,101,ボルトロス(れいじゅうフォルム),,1DKlTHW_xKAkpMdEHbAxxdSsIARKpuJ0N,1,O,X,X,X,X,X,31,252,1
229,準速,101,ランドロス(けしんフォルム),,1lnjAP_1iGm_kuA0BWEkwK864yrnJe7OX,1,O,X,X,X,X,X,31,252,1
229,準速,101,デデンネ,,1Dkp-AZGw4clu3nfHM-ckVV7LPIUS_nvj,1,O,O,O,O,X,X,31,252,1
229,準速,101,スナノケガワ,,1o6MVvN-2IEiZTsvCm9pwv1qw4wVvnG68,1,O,O,O,X,X,X,31,252,1
228,準速,100,リザードン,,1lCRSMYbDEevzu4QUg3AciYaw8eFeXhvV,1,O,X,X,X,X,X,31,252,1
228,準速,100,ビリリダマ(ヒスイのすがた),,1BuskrBDNV0qmJ8I0TaruDA91VkZpNLq1,1,O,X,X,X,X,X,31,252,1
228,準速,100,サンダー(ガラルのすがた),,1mT7rHF0QLDWjEopeo9A3GadKB84tMX53,1,O,X,X,X,X,X,31,252,1
#N/A,準速,#N/A,サンダー,,#N/A,1,#N/A,,,,,X,31,252,1
228,準速,100,ミュウ,,1XWiH5_02syzbp8TbDtsdMwrezUmoFSZQ,1,X,X,X,X,X,X,31,252,1
#N/A,準速,#N/A,バクフーン,,#N/A,1,#N/A,,,,,X,31,252,1
#N/A,準速,#N/A,パルキア,,#N/A,1,#N/A,,,,,X,31,252,1
228,準速,100,ケッキング,,1txwXVb6kUAAW9O_uiwl_4fOY4KlFdTvY,1,O,O,O,O,X,X,31,252,1
228,準速,100,ムクホーク,,1CtboBrc9wPLwghkViw4c_2-n-T-8BdvA,1,O,O,O,O,X,X,31,252,1
#N/A,準速,#N/A,ビリリダマ,,#N/A,1,#N/A,,,,,X,31,252,1
228,準速,100,ケンタロス(パルデアのすがた単),,1sMsYQzTVAVStFRvxhpk3Ku-URS9rLalw,1,O,O,O,O,X,X,31,252,1
228,準速,100,ケンタロス(パルデアのすがた炎),,185By0Ypt2JUMPZ51CpQTZBBYsGtsa6aI,1,O,O,O,O,X,X,31,252,1
228,準速,100,ケンタロス(パルデアのすがた水),,1WfL7RZDAIS2-29aVpYRMgAqykcc673ky,1,O,O,O,O,X,X,31,252,1
228,準速,100,リククラゲ,,1IOLLigTuCy_NlF3qqoqw0S_gYboupRU-,1,O,O,O,O,X,X,31,252,1
228,準速,100,ウルガモス,,1KEGO1RXmRg2rA9VwvwzJXhbKmmH9ihP2,1,O,O,O,O,X,X,31,252,1
228,準速,100,ボーマンダ,,16t2LzHEKja7bved6yeo2L_INIKNM5vHX,1,O,O,O,O,X,X,31,252,1
228,準速,100,イルカマン(ナイーブフォルム),,1YPyfhLF9Bm4Sd3JupgJPFm73G153Z1_Q,1,O,O,O,O,X,X,31,252,1
228,準速,100,イルカマン(マイティフォルム),,1IKWyz-9F5B0YaL85MNJ5fjTApzru7GqQ,1,O,O,O,O,X,X,31,252,1
228,準速,100,イーユイ,,1V3OCc4rpl7XEmE6cox9sOS35VyWOAMbk,1,O,O,X,X,X,X,31,252,1
228,最速,87,イダイナキバ,,1Q9QfmD4myC4fu40WrfE9X4NdyW63YSyO,1,O,O,O,X,X,X,31,252,1.1
228,最速,87,セグレイブ,,15GdC95K7U1gNqpxJYPTXNIJl1h9KFxnh,1,O,O,O,O,X,X,31,252,1.1
226,最速,86,キラフロル,,1iwVnYQXVg0OR83ZMHs7_1TvGI9z7A8o6,1,O,O,O,O,X,X,31,252,1.1
226,最速,86,ロトム(ヒート),,1nNZ8IRygc2hudqOMwEwqjBP2062bH36x,1,O,O,O,O,X,X,31,252,1.1
226,最速,86,ロトム(ウォッシュ),,13WQpDxyWS9H7quf2i4lHdiRF7u16k9fm,1,O,O,O,O,X,X,31,252,1.1
